-0.0326, 2.8603
3.9744, -32.1362
-5.1162, 47.2600
-3.4974, 33.1215
7.3192, -61.3491
-0.2594, 4.8416
-4.7787, 44.3126
-1.2270, 13.2926
4.9515, -40.6695
-8.5673, 77.4018
-3.3554, 31.8817
1.3852, -9.5225
-1.2621, 13.5993
-0.5843, 7.6789
0.4589, -1.4323
-3.8944, 36.5887
3.8121, -30.7188
1.3541, -9.2504
4.7042, -38.5095
0.2483, 0.4074
1.3878, -9.5446
0.8793, -5.1036
-0.0895, 3.3577
-2.5145, 24.5376
6.0129, -49.9399
-4.1101, 38.4732
-3.6256, 34.2419
-6.1845, 56.5910
-1.7736, 18.0662
-1.1077, 12.2503
6.4793, -54.0138
4.8480, -39.7661
2.7579, -21.5116
-0.2146, 4.4502
6.8422, -57.1833
-0.7217, 8.8791
0.9270, -5.5205
2.8485, -22.3026
0.5562, -2.2815
-5.3872, 49.6268
0.7068, -3.5971
-1.0052, 11.3552
2.0907, -15.6838
7.8198, -65.7215
-4.2780, 39.9394
2.7168, -21.1526
4.9945, -41.0453
-8.0171, 72.5961
-2.4826, 24.2585
-5.9849, 54.8474
-1.5428, 16.0504
3.4765, -27.7875
2.0442, -15.2776
3.2009, -25.3803
3.0758, -24.2874
-2.0135, 20.1620
-0.9864, 11.1914
0.9632, -5.8363
3.0695, -24.2327
0.6399, -3.0130
4.1390, -33.5738
0.7404, -3.8908
-3.5994, 34.0131
1.5064, -10.5808
2.2877, -17.4044
3.0547, -24.1036
0.9722, -5.9154
1.6898, -12.1826
5.8716, -48.7060
6.1464, -51.1063
1.9277, -14.2608
8.0996, -68.1646
0.6865, -3.4203
1.6055, -11.4461
-6.3739, 58.2450
1.9572, -14.5181
-0.3799, 5.8940
-2.7956, 26.9928
-2.2950, 22.6203
2.7700, -21.6167
-4.5934, 42.6944
6.8166, -56.9595
3.5329, -28.2798
8.0871, -68.0554
0.4919, -1.7206
2.8780, -22.5603
-0.2139, 4.4445
3.2540, -25.8437
3.2753, -26.0305
-8.2183, 74.3531
-4.4783, 41.6890
-1.7804, 18.1256
-2.0331, 20.3331
-5.1447, 47.5089
5.2512, -43.2877
-5.1319, 47.3971
0.8005, -4.4157
-8.6206, 77.8676
-0.9069, 10.4971
-3.4911, 33.0668
4.2894, -34.8870
4.3215, -35.1677
3.2064, -25.4280
2.4235, -18.5903
2.6390, -20.4728
-0.4430, 6.4451
5.9589, -49.4687
1.6120, -11.5034
4.2829, -34.8306
5.8334, -48.3722
-2.8378, 27.3608
-8.2633, 74.7466
5.5813, -46.1707
-2.3028, 22.6885
8.0789, -67.9843
5.4854, -45.3328
-5.3987, 49.7277
3.4777, -27.7979
-4.8201, 44.6744
-6.0331, 55.2679
0.2718, 0.2018
-1.5965, 16.5192
6.5203, -54.3718
0.3453, -0.4401
5.9915, -49.7528
-2.3590, 23.1792
-2.0578, 20.5486
-3.7017, 34.9063
-3.6269, 34.2529
4.1583, -33.7419
2.1085, -15.8398
-3.1529, 30.1126
2.3527, -17.9722
-0.5944, 7.7674
-0.4693, 6.6751
-0.9777, 11.1153
-5.2854, 48.7376
7.6086, -63.8770
-9.7691, 87.8984
-0.8238, 9.7709
2.4540, -18.8573
0.2158, 0.6913
-3.7782, 35.5745
8.9289, -75.4078
-3.3267, 31.6314
-4.5932, 42.6923
2.4578, -18.8902
2.5711, -19.8801
1.0831, -6.8836
3.5781, -28.6747
-2.4362, 23.8538
-6.9068, 62.8991
0.1521, 1.2476
2.1517, -16.2164
5.1678, -42.5589
2.9872, -23.5137
2.9583, -23.2619
-1.6473, 16.9636
5.2599, -43.3634
-8.1613, 73.8555
5.0068, -41.1525
-2.6451, 25.6781
0.9396, -5.6306
-4.6041, 42.7878
5.8733, -48.7207
-0.6284, 8.0645
4.9723, -40.8512
-6.4413, 58.8334
1.5725, -11.1578
2.9605, -23.2807
4.8823, -40.0654
2.1681, -16.3604
-4.8986, 45.3593
-0.5821, 7.6598
0.1572, 1.2029
-1.0973, 12.1596
-2.5207, 24.5914
3.2035, -25.4031
1.4872, -10.4130
3.7149, -29.8692
-1.8470, 18.7076
1.6765, -12.0663
2.0688, -15.4929
-0.1057, 3.4995
-3.9784, 37.3227
1.6294, -11.6551
1.8339, -13.4408
2.3893, -18.2923
-6.4879, 59.2404
0.0360, 2.2616
7.9715, -67.0460
2.9657, -23.3263
2.8979, -22.7340
2.7594, -21.5240
-5.1142, 47.2430
-5.5040, 50.6474
-3.4430, 32.6471
-3.5409, 33.5020
-1.6085, 16.6247
9.5310, -80.6669
4.0135, -32.4778
-2.6347, 25.5872
-1.1655, 12.7554
-4.4570, 41.5031
-1.6721, 17.1798
3.6248, -29.0829
4.8891, -40.1244
3.3428, -26.6200
1.7994, -13.1398
2.1919, -16.5681
-3.1370, 29.9737
4.8853, -40.0921
0.1175, 1.5500
2.6395, -20.4775
1.5714, -11.1484
-0.2612, 4.8575
2.9316, -23.0280
1.5940, -11.3463
2.9820, -23.4688
-6.7739, 61.7387
-5.8672, 53.8195
-0.2390, 4.6637
0.9294, -5.5418
-1.3055, 13.9776
6.1390, -51.0416
-5.8176, 53.3858
3.2499, -25.8086
-3.4833, 32.9991
3.6647, -29.4307
4.6039, -37.6338
6.3174, -52.5993
6.6180, -55.2245
3.6062, -28.9205
1.3132, -8.8936
3.1212, -24.6842
-2.6593, 25.8022
0.8931, -5.2247
4.9009, -40.2282
3.1715, -25.1235
-2.9830, 28.6289
-2.1515, 21.3670
2.3041, -17.5480
-8.9784, 80.9919
5.8548, -48.5592
-5.1915, 47.9177
1.9516, -14.4687
-1.4941, 15.6249
1.5369, -10.8476
-1.9947, 19.9976
-4.3100, 40.2193
-5.7779, 53.0390
-2.5440, 24.7953
2.1772, -16.4395
-1.2187, 13.2203
-6.4722, 59.1037
-0.5172, 7.0931
-3.1781, 30.3334
-1.9172, 19.3206
-3.1595, 30.1709
7.0892, -59.3405
4.2616, -34.6444
2.8142, -22.0031
-0.6462, 8.2199
