2.5,24.2,0,3.4,10.5,28,15,7,41,21,1032.5,1029.9,0,1,14.7,22.9,0
1.8,22.5,0,3.8,10.4,39,13,17,44,11,1029.5,1025.8,0,3,13.2,22.1,0
5.5,18.2,0,4,0.2,30,4,11,77,75,1025.9,1024.4,7,7,11.7,17,0
6.9,17.4,0.2,1,10.2,37,19,19,77,38,1034,1031.9,1,4,10.9,16.6,0
8.5,17.6,0,4.6,10.2,43,15,15,55,35,1038,1034.3,7,1,12.3,17,0
5.5,19.1,0,3,10.5,41,7,17,58,33,1034.8,1029.3,2,2,11.5,18.7,0
3.4,21.4,0,4.4,10.5,31,19,9,44,28,1026.6,1021.8,1,1,13.3,21,0
3.8,21.3,0,3.4,6,22,0,9,51,55,1018.8,1016.6,7,7,12.8,18.6,0
5,20.1,0,1.6,10.3,30,6,15,79,59,1022.4,1020.8,3,4,12.8,18.8,0
6.8,21.2,0,3.2,10.4,22,11,11,67,42,1024.8,1019.5,1,0,12.1,20.6,0
8.7,24.1,0,5.4,9.2,30,9,9,53,37,1017.3,1013.1,1,3,16,23.2,0
7.1,21.7,0,3.2,6.3,26,7,13,79,57,1014.9,1011.6,5,6,12.6,20.2,0
9.5,18.7,1.2,2,9,41,7,20,81,54,1014,1013.3,3,4,14.7,16.8,1
3.8,16.9,0.2,3.6,9.9,35,13,19,52,41,1023.1,1022.4,1,4,11.7,15.9,0
8.7,18.5,0,3.2,1,30,7,15,68,51,1025.1,1022.7,7,7,12.3,16.9,0
10.9,18.9,3.4,2.6,3.8,20,7,9,97,61,1024.8,1023.1,7,6,12.5,18.9,1
5.4,22.9,0.2,2.8,10.7,22,6,6,81,43,1024.9,1022,1,3,14.1,21.1,0
8.1,22.9,0,3.6,10.4,28,9,17,54,26,1023.1,1020.2,1,5,17.2,24.1,0
11.3,19.4,0,3.8,9.8,39,15,19,62,47,1022.5,1018.9,1,2,15.2,18.6,0
9.8,21.6,1.2,4.2,10.6,41,11,24,69,57,1021.9,1018.8,1,1,15,19.5,1
9.7,19.4,0,4.6,10.7,28,11,17,58,32,1024.1,1021.5,1,0,13.4,18.7,0
5.7,20.1,0,4.4,10.5,35,9,11,57,41,1026,1021.9,1,1,13.5,19.2,0
5.3,22.4,0,5.6,10.1,30,7,15,61,37,1022.8,1018.1,6,5,13.9,20.7,0
4.6,21.3,0,2.8,10.6,30,4,17,68,44,1018.7,1016.4,1,1,14.1,20.4,0
7.7,18.9,0,3.6,2.9,31,7,17,79,46,1017.7,1015.6,7,6,13.4,18.1,0
13.4,20.5,0.8,2.6,7,46,19,20,71,62,1014.1,1012.5,3,4,17.3,18.9,0
15.2,20.9,0.4,4.4,3.3,52,11,19,60,87,1011.4,1007.9,7,6,17,15.9,0
11.8,17.6,6,4.2,5.2,59,17,17,73,55,1013.5,1014.6,5,7,14,17.1,1
13.6,19.6,0,5.2,4.7,54,22,26,64,57,1015.5,1016,7,6,16.3,18.6,0
6.2,20.3,1.2,2.8,8.6,26,9,9,55,34,1023,1019.1,5,6,14.1,19.8,1
4.7,22.5,0,2.2,10.3,30,6,15,50,38,1012.2,1008,1,1,15.6,20.9,0
11.6,19,8.2,4.4,5.4,41,17,13,90,83,1007.8,1010.4,7,5,16,16.2,1
13.2,20,1.8,4,5.5,56,22,20,58,67,1010.8,1011.8,5,4,18.9,19.5,1
13.8,20.5,4,2.6,4,44,19,19,56,51,1016.8,1017.4,7,6,17.2,19,1
9.5,21.7,0.2,3,7.3,31,11,11,58,51,1021.2,1018.3,5,6,18.6,21,0
13,17,3.4,4.8,4.4,67,17,20,77,51,1010.4,1016.5,7,5,16.9,13.6,1
1,19,5.4,1.6,11.1,37,9,13,57,34,1028.8,1024.8,0,1,11.2,17.9,1
5.7,23.5,0,3.4,9.3,50,19,17,39,23,1022.8,1016.9,1,6,16.5,23,0
11.3,25.5,0,5.2,9.9,50,15,26,36,67,1011.5,1010.3,1,2,21.5,22,0
15.2,16.5,21,5.6,0,39,0,13,93,92,1010.5,1010.6,8,7,16.3,14.4,1
10.2,18.2,14.2,2.2,1.3,33,13,15,71,57,1016.5,1014.6,6,7,14.3,17.2,1
7.6,18.9,0,2,3.9,33,9,20,57,43,1023.8,1022.4,7,6,13.7,18,0
12.3,21.6,0.2,2.6,9.7,28,15,15,70,54,1024.4,1021.4,2,2,17.6,20.4,0
8.2,24.6,0,3.8,11,33,2,13,67,37,1018.1,1011.3,1,1,17.6,23.5,0
11.8,19.1,4.2,4.4,6,44,19,19,63,71,1010.8,1011.7,4,7,17.8,17.6,1
13,19.9,0.6,4.8,1.3,37,13,15,61,66,1013,1011.3,7,7,18.3,19.1,0
12.9,18.4,5,3.4,8.3,41,13,22,87,44,1015.9,1016.9,6,3,13.5,17.4,1
4.8,19.4,0,2.6,8.6,31,9,17,50,49,1024.6,1022.3,2,5,14.9,18,0
9,19.6,0.4,3.6,9.3,52,17,26,64,77,1021.5,1021.8,5,5,16.7,14.4,0
3.4,19,0.4,4.6,11.1,35,17,13,44,35,1031.1,1028.5,5,3,13.4,18.2,0
7.4,20.5,0,5.2,11.1,30,13,13,57,34,1033.5,1029.3,2,5,15.7,19.5,0
7.4,21.9,0,4.8,11.4,35,15,19,50,40,1031.4,1027.6,1,1,15.8,20.4,0
7.8,26.9,0,4.6,11.2,28,17,15,48,23,1026.9,1021.2,0,0,18.4,25.8,0
7.4,22.6,0,4,11.4,37,13,24,59,50,1022.4,1020.7,1,1,18.7,21,0
11.1,25.6,0,7,11.5,28,13,15,56,44,1022.3,1018.4,1,3,18.3,23.4,0
9.7,20.6,0,4.4,6,28,11,13,64,48,1019.6,1018.1,7,7,16.7,19.7,0
13.1,20.5,0,4,9.2,41,11,20,66,37,1022,1022.2,5,3,16.6,18.8,0
6.3,22.1,0,7,10.9,39,11,22,56,42,1026.6,1023.9,2,3,17.1,20.3,0
12.2,29.5,0,6,11.5,28,11,9,46,25,1023.3,1018.6,0,1,19.2,28.9,0
18.1,32.1,0,7.2,11.7,41,24,15,25,46,1011.7,1011.2,6,1,26.9,25.2,0
15.7,22.3,0,6.4,5.9,37,17,17,68,57,1014.6,1013,7,5,19.1,21,0
14.8,22,0,5.4,9.5,33,9,20,56,51,1018.3,1017.4,6,1,18.2,20.2,0
15.7,25.8,0,5.2,11.8,33,13,15,58,49,1022.7,1020.7,4,1,20.8,25,0
12.8,33.5,0,8.2,11.9,35,13,11,52,23,1021.6,1017.2,1,2,21.5,33,0
21.3,35.7,0,9.6,8.9,48,20,20,29,18,1014.9,1012.2,7,6,28.7,34.9,0
17.9,32.7,0,7,8.8,33,6,17,36,39,1012.9,1011.2,4,6,27.9,26.4,0
16.5,30.1,0,5.4,5.2,41,7,26,67,69,1015.1,1015.9,5,8,22.9,22.2,0
18.4,31.1,0,4.6,3.2,39,13,9,51,47,1014.1,1008.6,6,7,25.2,28.9,0
18,23,5,3.6,4.5,63,9,17,94,65,1009.8,1008,8,5,18.8,21.9,1
13.2,20.5,20.4,4.6,7.1,43,20,17,69,63,1016.8,1017.8,7,6,16.8,19,1
7.7,21.6,0.2,4.8,11.4,30,7,17,67,44,1019,1016.1,6,1,16,20.6,0
8.5,22.3,0,5,11.7,31,13,15,58,44,1013.8,1010.9,1,1,16.9,22.1,0
15.4,20.3,0,6.2,1.1,43,11,15,67,94,1005.2,1004.1,8,8,18,17.1,0
16.1,21.8,6.2,1.2,6.5,52,17,28,77,56,1011,1013.2,7,7,17.7,21.2,1
10.3,19.5,0.2,5.2,11.6,46,9,17,68,43,1020.9,1020.8,6,3,14.3,18.7,0
10,22.5,0,6.4,11,35,15,17,62,42,1025.7,1023.1,1,6,15,21.1,0
10.8,24.1,0,4.8,12.5,35,15,9,57,29,1022.4,1018,1,1,16.3,23.3,0
9.1,25.9,0,6.4,12.4,39,19,17,43,46,1013.7,1012,1,1,20.6,24,0
13.6,19.5,0,7.6,3.2,43,4,19,66,39,1013.8,1013.7,7,7,15.8,18.6,0
13.6,20.7,9.2,3.8,7.5,50,20,22,71,57,1014.9,1014.7,5,5,17.6,18.8,1
12.4,19.5,9,4.6,3.1,50,15,26,55,67,1011.2,1010.4,7,8,17,15.6,1
9.1,18.9,8.4,4.2,9,52,6,30,92,58,1014.3,1014.6,6,5,12.3,16.9,1
6.5,20,2.8,3.6,10.2,35,11,13,55,49,1023.3,1021.7,1,6,13.9,18.6,1
8.5,24.3,0,3.8,12.9,37,6,17,64,42,1022,1017.8,0,1,17.6,23.6,0
11.2,27.1,0,6.6,12.9,35,11,17,70,58,1015,1011.9,5,6,18.9,24.5,0
14.2,26.3,0,6.2,12.2,44,7,13,65,50,1011.9,1010,4,8,20.3,25.1,0
16.1,22.2,0,5.8,0.1,28,9,17,66,62,1011.4,1010.7,8,8,19.1,20.5,0
12.9,22.5,0,4,12.3,39,11,15,59,38,1014.1,1013.7,5,4,17.1,22.2,0
12.4,23.3,0,5.2,11.9,37,11,11,52,31,1019,1016.4,1,2,16.5,21.9,0
11.9,24.4,0,7.8,12.5,43,17,13,49,28,1021.1,1017.4,3,3,16.2,23.6,0
12.4,25.8,0,8.4,12.9,46,19,19,51,25,1021.6,1017.1,2,4,17,24.7,0
12.7,25.5,0,8.4,7.6,43,19,11,48,32,1019,1014.3,4,6,16.5,24.6,0
13.7,26.8,0,8.8,11.4,31,13,13,50,35,1015.4,1012.8,4,5,18.3,24.1,0
13.6,25.9,0,7.4,12.3,33,13,17,52,37,1014.2,1011.1,0,6,18.1,24.7,0
11,29.5,0,6.6,12.3,31,15,15,46,36,1008.1,1004.8,1,2,21.8,28.2,0
15.9,23.1,2.6,7,9.5,37,13,17,73,53,1004,1004.6,4,5,19.8,22.6,1
11.8,24.4,0.6,6.4,10,31,7,17,69,46,1008.6,1007.7,2,4,19.6,23.1,0
13.6,23.6,0.2,4,6.8,33,13,2,64,89,1005.7,1003.7,2,7,19.3,16.8,0
14.8,22.2,17.4,3.4,8.6,43,11,19,79,72,1002.1,1001.3,5,7,17.9,20,1
13.9,21.8,1.8,6.2,10.7,41,9,20,72,50,1007.9,1008,4,4,17.2,20.8,1
13.4,23.2,4,5.6,10.1,30,11,15,71,47,1011,1009.8,1,3,18,22.5,1
12.5,22.2,0.2,4.4,11.3,39,11,20,61,50,1009,1008.9,3,5,19.4,20.9,0
14.5,22.4,1.4,6.6,12.2,44,15,24,65,48,1013.1,1013.9,3,1,18.2,21.1,1
13.1,23.9,0.2,10.2,12.8,31,6,17,65,36,1020.1,1018.4,3,1,18.3,22.4,0
11.1,23.4,0,4.4,13.1,35,11,19,61,44,1018.7,1017.4,1,1,18.5,22.8,0
13.1,24.5,0,6.2,12.7,43,13,20,56,41,1018.8,1016,2,1,17.5,23,0
